jobname,execution,timestamp,cpu,os,method,size,mean,error,stddev,median,unit
orleans-contract-net-protocol,orleans-contract-net-protocol-q2x2k,2024-04-15T16:05:41.022358Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,200,2019.0000000000002,90.6,238.8,2098.0
orleans-contract-net-protocol,orleans-contract-net-protocol-q2x2k,2024-04-15T16:05:41.022368Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,500,6007.0,275.6,812.6999999999999,5945.0
orleans-contract-net-protocol,orleans-contract-net-protocol-q2x2k,2024-04-15T16:05:41.022440Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,1000,9161.0,1020.3,2827.3,9083.0
orleans-contract-net-protocol,orleans-contract-net-protocol-q2x2k,2024-04-15T16:05:41.022448Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,2000,16329.0,1310.7,3610.0,15889.0
orleans-contract-net-protocol,orleans-contract-net-protocol-q2x2k,2024-04-15T16:05:41.022579Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,5000,44445.0,8069.1,23021.5,34531.0
orleans-contract-net-protocol,orleans-contract-net-protocol-q2x2k,2024-04-15T16:05:41.022589Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,10000,114461.0,17299.2,51007.0,100865.0
orleans-messaging,orleans-messaging-w7bw6,2024-04-15T16:07:29.963312Z,"AMD EPYC 7B13, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,100,1252.0,51.5,150.4,1186.0
orleans-messaging,orleans-messaging-w7bw6,2024-04-15T16:07:29.963318Z,"AMD EPYC 7B13, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,200,2272.0,141.1,411.6,2224.0
orleans-messaging,orleans-messaging-w7bw6,2024-04-15T16:07:29.963337Z,"AMD EPYC 7B13, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,500,5281.0,214.5,632.5,5176.0
orleans-messaging,orleans-messaging-w7bw6,2024-04-15T16:07:29.963342Z,"AMD EPYC 7B13, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,1000,10368.0,402.4,1186.3999999999999,10145.0
orleans-messaging,orleans-messaging-w7bw6,2024-04-15T16:07:29.963368Z,"AMD EPYC 7B13, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,2000,20097.0,759.4,2227.2,18893.0
orleans-messaging,orleans-messaging-w7bw6,2024-04-15T16:07:29.963372Z,"AMD EPYC 7B13, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,5000,48578.0,4732.8,13954.7,40186.0
orleans-messaging,orleans-messaging-w7bw6,2024-04-15T16:07:29.963381Z,"AMD EPYC 7B13, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,10000,88360.0,4847.7,13188.599999999999,92718.0
orleans-messaging,orleans-messaging-ldg4p,2024-04-15T17:05:01.150566Z,"Intel Xeon CPU 2.80GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,100,846.1,138.5,406.2,633.1
orleans-messaging,orleans-messaging-ldg4p,2024-04-15T17:05:01.150573Z,"Intel Xeon CPU 2.80GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,200,1459.4,172.5,478.0,1291.9
orleans-messaging,orleans-messaging-ldg4p,2024-04-15T17:05:01.150576Z,"Intel Xeon CPU 2.80GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,500,2749.2,251.4,679.8,2555.0
orleans-messaging,orleans-messaging-ldg4p,2024-04-15T17:05:01.150790Z,"Intel Xeon CPU 2.80GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,1000,5264.9,527.1,1460.5,4829.7
orleans-messaging,orleans-messaging-ldg4p,2024-04-15T17:05:01.150817Z,"Intel Xeon CPU 2.80GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,2000,8444.6,168.9,432.9,8525.1
orleans-messaging,orleans-messaging-ldg4p,2024-04-15T17:05:01.150834Z,"Intel Xeon CPU 2.80GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,5000,28807.6,3986.9,10981.1,24445.1
orleans-messaging,orleans-messaging-ldg4p,2024-04-15T17:05:01.150885Z,"Intel Xeon CPU 2.80GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,10000,44968.0,3124.1,8708.7,42199.5
orleans-contract-net-protocol,orleans-contract-net-protocol-ppt66,2024-04-15T17:06:00.813508Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,100,1157.0,94.8,272.1,1221.0
orleans-contract-net-protocol,orleans-contract-net-protocol-ppt66,2024-04-15T17:06:00.813743Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,200,2049.0,125.0,354.6,2086.0
orleans-contract-net-protocol,orleans-contract-net-protocol-ppt66,2024-04-15T17:06:00.813863Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,500,5225.0,277.5,818.1,5212.0
orleans-contract-net-protocol,orleans-contract-net-protocol-ppt66,2024-04-15T17:06:00.813869Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,1000,8806.0,1016.5,2850.5,9625.0
orleans-contract-net-protocol,orleans-contract-net-protocol-ppt66,2024-04-15T17:06:00.813874Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,2000,26872.0,2513.0,7169.6,26457.0
orleans-contract-net-protocol,orleans-contract-net-protocol-ppt66,2024-04-15T17:06:00.813881Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,5000,53707.0,10579.599999999999,29666.5,45416.0
orleans-contract-net-protocol,orleans-contract-net-protocol-ppt66,2024-04-15T17:06:00.813955Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,10000,149547.0,23234.3,68506.8,125017.0
orleans-messaging,orleans-messaging-jnmx9,2024-04-15T18:04:51.631418Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,100,1107.0,225.89999999999998,659.0,763.5
orleans-messaging,orleans-messaging-jnmx9,2024-04-15T18:04:51.631424Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,200,1837.0,311.59999999999997,918.6999999999999,1342.0
orleans-messaging,orleans-messaging-jnmx9,2024-04-15T18:04:51.631428Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,500,3659.0,667.5,1936.5,2589.6
orleans-messaging,orleans-messaging-jnmx9,2024-04-15T18:04:51.631434Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,1000,8567.0,1441.7,4159.6,6879.8
orleans-messaging,orleans-messaging-jnmx9,2024-04-15T18:04:51.631439Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,2000,11378.0,1588.7,4267.9,9142.5
orleans-messaging,orleans-messaging-jnmx9,2024-04-15T18:04:51.631489Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,5000,25502.0,2730.5,7566.3,22578.9
orleans-messaging,orleans-messaging-jnmx9,2024-04-15T18:04:51.631496Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,10000,42917.0,2163.6000000000004,5699.8,41007.5
orleans-contract-net-protocol,orleans-contract-net-protocol-459pr,2024-04-15T18:06:11.319184Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,100,2160.0,483.09999999999997,1424.4,1830.0,4568.0
orleans-contract-net-protocol,orleans-contract-net-protocol-459pr,2024-04-15T18:06:11.319189Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,200,1470.0,126.6,335.7,1366.0,2521.0
orleans-contract-net-protocol,orleans-contract-net-protocol-459pr,2024-04-15T18:06:11.319194Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,500,4215.0,446.6,1237.5,3700.0,7138.0
orleans-contract-net-protocol,orleans-contract-net-protocol-459pr,2024-04-15T18:06:11.319201Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,1000,15488.0,3119.5,9050.3,10198.0,31956.0
orleans-contract-net-protocol,orleans-contract-net-protocol-459pr,2024-04-15T18:06:11.319222Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,2000,27172.0,5077.0,14809.900000000001,18183.0,59588.0
orleans-contract-net-protocol,orleans-contract-net-protocol-459pr,2024-04-15T18:06:11.319227Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,5000,68873.0,11566.800000000001,33187.3,50983.0,131048.0
orleans-contract-net-protocol,orleans-contract-net-protocol-459pr,2024-04-15T18:06:11.319232Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,10000,163118.0,34061.9,97730.0,138038.0,372855.0
orleans-messaging,orleans-messaging-xmzlz,2024-04-15T19:05:10.058166Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,100,982.4,191.1,557.6,682.9
orleans-messaging,orleans-messaging-xmzlz,2024-04-15T19:05:10.058171Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,200,1208.5,125.8,360.8,1026.9
orleans-messaging,orleans-messaging-xmzlz,2024-04-15T19:05:10.058174Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,500,3679.0,748.5,2171.6,2409.5
orleans-messaging,orleans-messaging-xmzlz,2024-04-15T19:05:10.058209Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,1000,4678.5,264.9,702.6,4450.1
orleans-messaging,orleans-messaging-xmzlz,2024-04-15T19:05:10.058230Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,2000,13586.9,2102.5,6066.3,9831.9
orleans-messaging,orleans-messaging-xmzlz,2024-04-15T19:05:10.058233Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,5000,38759.3,7671.6,21762.9,34514.8
orleans-messaging,orleans-messaging-xmzlz,2024-04-15T19:05:10.058237Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,10000,47225.2,2780.9,7659.4,43882.9
orleans-contract-net-protocol,orleans-contract-net-protocol-5xs5w,2024-04-15T19:06:13.662159Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,100,983.8,143.5,395.2,809.9
orleans-contract-net-protocol,orleans-contract-net-protocol-5xs5w,2024-04-15T19:06:13.662162Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,200,1595.6,218.7,583.8,1369.8
orleans-contract-net-protocol,orleans-contract-net-protocol-5xs5w,2024-04-15T19:06:13.662175Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,500,4035.5,407.9,1137.0,3519.9
orleans-contract-net-protocol,orleans-contract-net-protocol-5xs5w,2024-04-15T19:06:13.662195Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,1000,19293.4,3060.6,8732.0,19923.3
orleans-contract-net-protocol,orleans-contract-net-protocol-5xs5w,2024-04-15T19:06:13.662198Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,2000,28938.8,4573.2,13121.4,23613.9
orleans-contract-net-protocol,orleans-contract-net-protocol-5xs5w,2024-04-15T19:06:13.662330Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,5000,58790.6,8196.1,23117.2,46205.3
orleans-contract-net-protocol,orleans-contract-net-protocol-5xs5w,2024-04-15T19:06:13.662340Z,"Intel Xeon CPU 2.20GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendCallForProposals,10000,130929.8,15290.6,43625.1,114047.7
orleans-messaging,orleans-messaging-t7zff,2024-04-15T20:04:41.599672Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,100,844.5,153.74,431.1,681.3
orleans-messaging,orleans-messaging-t7zff,2024-04-15T20:04:41.599678Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,200,1407.0,154.07,439.6,1286.5
orleans-messaging,orleans-messaging-t7zff,2024-04-15T20:04:41.599683Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,500,3091.5,383.16,1117.7,2495.4
orleans-messaging,orleans-messaging-t7zff,2024-04-15T20:04:41.599745Z,"Intel Xeon CPU 2.00GHz, 1 CPU, 4 logical and 2 physical cores",Debian GNU/Linux 12 (bookworm) (container),SendMessages,1000,4277.2,91.54,247.5,4225.8
